date,month,numerator,denominator,calc_value,name,type
2019-04-01,0,5068,9342,0.5424962534789124,Basildon,Speed limit
2019-05-01,1,5401,9908,0.5451150585385547,Basildon,Speed limit
2019-06-01,2,4769,8923,0.5344615039784826,Basildon,Speed limit
2019-07-01,3,5193,9675,0.5367441860465116,Basildon,Speed limit
2019-08-01,4,5457,10190,0.5355250245338568,Basildon,Speed limit
2019-09-01,5,5599,10373,0.5397667020148462,Basildon,Speed limit
2019-10-01,6,5936,10824,0.5484109386548411,Basildon,Speed limit
2019-11-01,7,5746,10549,0.544696179732676,Basildon,Speed limit
2019-12-01,8,6133,11129,0.5510827567616138,Basildon,Speed limit
2020-01-01,9,5951,10886,0.5466654418519199,Basildon,Speed limit
2020-02-01,10,5130,9544,0.5375104777870914,Basildon,Speed limit
2020-03-01,11,7661,13713,0.5586669583606797,Basildon,Speed limit
2020-04-01,12,6187,11482,0.5388434070719387,Basildon,Speed limit
2020-05-01,13,5332,10241,0.5206522800507762,Basildon,Speed limit
2020-06-01,14,5206,10019,0.5196127358019762,Basildon,Speed limit
2020-07-01,15,5181,9986,0.5188263568996595,Basildon,Speed limit
2020-08-01,16,4759,9044,0.5262052189296771,Basildon,Speed limit
2020-09-01,17,5365,10231,0.5243866679698954,Basildon,Speed limit
2020-10-01,18,5204,9877,0.5268806317707806,Basildon,Speed limit
2020-11-01,19,5210,10006,0.5206875874475315,Basildon,Speed limit
2020-12-01,20,5424,10279,0.5276777896682556,Basildon,Speed limit
2021-01-01,21,5355,10340,0.5178916827852998,Basildon,Speed limit
2021-02-01,22,4604,8924,0.5159121470192739,Basildon,Speed limit
2021-03-01,23,4874,9493,0.5134309491204045,Basildon,Speed limit
2021-04-01,24,5072,9846,0.5151330489538899,Basildon,Speed limit
2021-05-01,25,4510,8756,0.5150753768844221,Basildon,Speed limit
2021-06-01,26,5398,10247,0.5267883282912071,Basildon,Speed limit
2021-07-01,27,5232,10116,0.5172004744958482,Basildon,Speed limit
2021-08-01,28,4623,9003,0.5134955014995002,Basildon,Speed limit
2021-09-01,29,5297,10055,0.5268025857782198,Basildon,Speed limit
2021-10-01,30,5089,9664,0.5265935430463576,Basildon,Speed limit
2021-11-01,31,5312,10122,0.5247974708555622,Basildon,Speed limit
2021-12-01,32,5295,10106,0.5239461705917277,Basildon,Speed limit
2022-01-01,33,5336,10300,0.5180582524271845,Basildon,Speed limit
2022-02-01,34,4318,8410,0.513436385255648,Basildon,Speed limit
2022-03-01,35,5461,10437,0.5232346459710645,Basildon,Speed limit
2022-04-01,36,4506,8669,0.5197831353097243,Basildon,Speed limit
2022-05-01,37,4957,9598,0.516461762867264,Basildon,Speed limit
2022-06-01,38,5084,9866,0.5153050881816339,Basildon,Speed limit
2022-07-01,39,4592,8899,0.5160130351724913,Basildon,Speed limit
2022-08-01,40,4404,9132,0.48226018396846254,Basildon,Speed limit
2022-09-01,41,4207,8594,0.48952757737956715,Basildon,Speed limit
2022-10-01,42,4609,9468,0.48679763413603716,Basildon,Speed limit
2022-11-01,43,4194,8587,0.48841271689763593,Basildon,Speed limit
2022-12-01,44,4787,9430,0.5076352067868505,Basildon,Speed limit
2023-01-01,45,4434,8941,0.4959176825858405,Basildon,Speed limit
2023-02-01,46,4167,8703,0.4788004136504654,Basildon,Speed limit
2023-03-01,47,5162,10851,0.47571652382268914,Basildon,Speed limit
2023-04-01,48,3736,7889,0.47357079477753833,Basildon,Speed limit
2023-05-01,49,4489,9424,0.4763370118845501,Basildon,Speed limit
2023-06-01,50,4496,9347,0.4810099497164866,Basildon,Speed limit
2023-07-01,51,3824,8197,0.466512138587288,Basildon,Speed limit
2023-08-01,52,3796,8183,0.46388854943174873,Basildon,Speed limit
2023-09-01,53,3901,8179,0.47695317275950605,Basildon,Speed limit
2023-10-01,54,4424,9583,0.4616508400292184,Basildon,Speed limit
2023-11-01,55,4253,9000,0.47255555555555556,Basildon,Speed limit
2023-12-01,56,4192,9041,0.4636655237252516,Basildon,Speed limit
2024-01-01,57,4229,9162,0.46158044095175726,Basildon,Speed limit
2024-02-01,58,3852,8489,0.4537636941924844,Basildon,Speed limit
2024-03-01,59,3967,8905,0.4454800673778776,Basildon,Speed limit
2024-04-01,60,3782,8468,0.4466225791213982,Basildon,Speed limit
2019-04-01,0,2604,5230,0.49789674952198854,Bath,CAZ C
2019-05-01,1,3012,6233,0.48323439756136694,Bath,CAZ C
2019-06-01,2,2722,5387,0.5052905142008539,Bath,CAZ C
2019-07-01,3,2816,5593,0.5034865009833721,Bath,CAZ C
2019-08-01,4,2677,5517,0.48522747870219324,Bath,CAZ C
2019-09-01,5,2778,5590,0.49695885509839,Bath,CAZ C
2019-10-01,6,3207,6496,0.4936884236453202,Bath,CAZ C
2019-11-01,7,2786,5671,0.49127138070886966,Bath,CAZ C
2019-12-01,8,3113,6074,0.5125123477115574,Bath,CAZ C
2020-01-01,9,3156,6424,0.4912826899128269,Bath,CAZ C
2020-02-01,10,2732,5563,0.4911019234226137,Bath,CAZ C
2020-03-01,11,5493,10586,0.5188928773852257,Bath,CAZ C
2020-04-01,12,3170,6434,0.4926950575069941,Bath,CAZ C
2020-05-01,13,2454,5387,0.4555411175051049,Bath,CAZ C
2020-06-01,14,2569,5507,0.46649718540039947,Bath,CAZ C
2020-07-01,15,2747,5558,0.49424253328535445,Bath,CAZ C
2020-08-01,16,2324,4931,0.4713039951328331,Bath,CAZ C
2020-09-01,17,2849,5933,0.4801955166020563,Bath,CAZ C
2020-10-01,18,2922,6236,0.46856959589480435,Bath,CAZ C
2020-11-01,19,2727,5943,0.45885916203937405,Bath,CAZ C
2020-12-01,20,2785,5921,0.4703597365309914,Bath,CAZ C
2021-01-01,21,2754,5916,0.46551724137931033,Bath,CAZ C
2021-02-01,22,2384,5176,0.4605873261205564,Bath,CAZ C
2021-03-01,23,2525,5556,0.45446364290856733,Bath,CAZ C
2021-04-01,24,2633,5679,0.46363796443035743,Bath,CAZ C
2021-05-01,25,2436,5371,0.4535468255445913,Bath,CAZ C
2021-06-01,26,2885,6166,0.4678884203697697,Bath,CAZ C
2021-07-01,27,2882,6127,0.4703770197486535,Bath,CAZ C
2021-08-01,28,2647,5587,0.47377841417576516,Bath,CAZ C
2021-09-01,29,3063,6399,0.4786685419596812,Bath,CAZ C
2021-10-01,30,2931,6147,0.47681795998047827,Bath,CAZ C
2021-11-01,31,3077,6428,0.4786869943995022,Bath,CAZ C
2021-12-01,32,3136,6654,0.47129546137661554,Bath,CAZ C
2022-01-01,33,2856,6047,0.4723003142053911,Bath,CAZ C
2022-02-01,34,2438,5358,0.45502053004852555,Bath,CAZ C
2022-03-01,35,2851,6129,0.46516560613476915,Bath,CAZ C
2022-04-01,36,2637,5595,0.471313672922252,Bath,CAZ C
2022-05-01,37,2682,5834,0.45971888926979776,Bath,CAZ C
2022-06-01,38,2865,6119,0.46821376041836904,Bath,CAZ C
2022-07-01,39,2810,6073,0.46270377078873703,Bath,CAZ C
2022-08-01,40,2547,5527,0.4608286593088475,Bath,CAZ C
2022-09-01,41,2788,6023,0.46289224638884274,Bath,CAZ C
2022-10-01,42,2768,5988,0.4622578490313961,Bath,CAZ C
2022-11-01,43,2823,6230,0.4531300160513644,Bath,CAZ C
2022-12-01,44,3287,6884,0.4774840209180709,Bath,CAZ C
2023-01-01,45,2810,6204,0.4529335912314636,Bath,CAZ C
2023-02-01,46,2569,5764,0.4456974323386537,Bath,CAZ C
2023-03-01,47,2720,6161,0.44148677162798244,Bath,CAZ C
2023-04-01,48,2457,5540,0.4435018050541516,Bath,CAZ C
2023-05-01,49,2565,5869,0.43704208553416257,Bath,CAZ C
2023-06-01,50,2592,6007,0.4314965873147994,Bath,CAZ C
2023-07-01,51,2387,5704,0.41847826086956524,Bath,CAZ C
2023-08-01,52,2239,5334,0.41976002999625045,Bath,CAZ C
2023-09-01,53,2341,5385,0.43472609099350046,Bath,CAZ C
2023-10-01,54,2640,6321,0.41765543426672996,Bath,CAZ C
2023-11-01,55,2751,6354,0.43295561850802644,Bath,CAZ C
2023-12-01,56,2591,5992,0.4324098798397864,Bath,CAZ C
2024-01-01,57,2528,6122,0.41293694870957204,Bath,CAZ C
2024-02-01,58,2418,5698,0.42435942435942436,Bath,CAZ C
2024-03-01,59,2550,5901,0.43213014743263856,Bath,CAZ C
2024-04-01,60,2430,5770,0.42114384748700173,Bath,CAZ C
2019-04-01,0,47907,88768,0.5396877253064167,Birmingham,CAZ D
2019-05-01,1,50984,94773,0.5379591233790214,Birmingham,CAZ D
2019-06-01,2,48069,89589,0.5365502461239661,Birmingham,CAZ D
2019-07-01,3,49962,92587,0.5396221931804681,Birmingham,CAZ D
2019-08-01,4,51659,97093,0.5320568939058429,Birmingham,CAZ D
2019-09-01,5,52390,95894,0.5463324087012743,Birmingham,CAZ D
2019-10-01,6,54938,100778,0.5451388199805514,Birmingham,CAZ D
2019-11-01,7,52411,96516,0.5430291350656886,Birmingham,CAZ D
2019-12-01,8,54069,99032,0.5459750383714355,Birmingham,CAZ D
2020-01-01,9,53608,99507,0.5387359683238365,Birmingham,CAZ D
2020-02-01,10,47854,89245,0.5362093114460194,Birmingham,CAZ D
2020-03-01,11,73247,132721,0.5518870412368804,Birmingham,CAZ D
2020-04-01,12,53515,100672,0.5315777972027972,Birmingham,CAZ D
2020-05-01,13,46514,90416,0.5144443461334277,Birmingham,CAZ D
2020-06-01,14,47524,92687,0.5127364139523342,Birmingham,CAZ D
2020-07-01,15,45981,90016,0.5108091894774263,Birmingham,CAZ D
2020-08-01,16,42819,83236,0.5144288529001875,Birmingham,CAZ D
2020-09-01,17,55810,103980,0.5367378341988844,Birmingham,CAZ D
2020-10-01,18,51146,97614,0.5239617268014833,Birmingham,CAZ D
2020-11-01,19,48397,92720,0.5219693701466782,Birmingham,CAZ D
2020-12-01,20,51275,98932,0.5182852868637043,Birmingham,CAZ D
2021-01-01,21,47836,92370,0.5178737685395691,Birmingham,CAZ D
2021-02-01,22,43901,85358,0.5143161742308864,Birmingham,CAZ D
2021-03-01,23,48220,93052,0.5182048746937197,Birmingham,CAZ D
2021-04-01,24,46743,90583,0.5160239780091187,Birmingham,CAZ D
2021-05-01,25,44863,86874,0.5164145774339849,Birmingham,CAZ D
2021-06-01,26,49637,95060,0.5221649484536083,Birmingham,CAZ D
2021-07-01,27,49185,94478,0.5205973877516459,Birmingham,CAZ D
2021-08-01,28,45732,88468,0.5169326762219107,Birmingham,CAZ D
2021-09-01,29,53427,100253,0.5329217080785612,Birmingham,CAZ D
2021-10-01,30,51723,97306,0.5315499558095081,Birmingham,CAZ D
2021-11-01,31,52970,99796,0.5307827969056876,Birmingham,CAZ D
2021-12-01,32,53567,102187,0.5242056230244552,Birmingham,CAZ D
2022-01-01,33,50825,97237,0.5226919793905612,Birmingham,CAZ D
2022-02-01,34,45532,88072,0.5169861022799528,Birmingham,CAZ D
2022-03-01,35,51948,99941,0.5197866741377413,Birmingham,CAZ D
2022-04-01,36,46688,90143,0.5179326181733468,Birmingham,CAZ D
2022-05-01,37,49153,94968,0.5175743408305956,Birmingham,CAZ D
2022-06-01,38,49247,94695,0.5200591372300544,Birmingham,CAZ D
2022-07-01,39,47806,92990,0.5140982901387245,Birmingham,CAZ D
2022-08-01,40,46835,92471,0.5064831136248121,Birmingham,CAZ D
2022-09-01,41,50685,98149,0.5164087255091748,Birmingham,CAZ D
2022-10-01,42,49001,94509,0.5184797215080045,Birmingham,CAZ D
2022-11-01,43,51611,99472,0.5188495254946115,Birmingham,CAZ D
2022-12-01,44,54379,103861,0.5235747778280586,Birmingham,CAZ D
2023-01-01,45,51463,100230,0.5134490671455652,Birmingham,CAZ D
2023-02-01,46,44904,88820,0.5055618104030624,Birmingham,CAZ D
2023-03-01,47,49482,99931,0.49516166154646707,Birmingham,CAZ D
2023-04-01,48,42885,86279,0.49705026715655026,Birmingham,CAZ D
2023-05-01,49,47608,94686,0.5027987242042118,Birmingham,CAZ D
2023-06-01,50,50392,98175,0.5132874968169086,Birmingham,CAZ D
2023-07-01,51,47030,93638,0.5022533586791688,Birmingham,CAZ D
2023-08-01,52,45046,90878,0.4956755210281916,Birmingham,CAZ D
2023-09-01,53,48407,95167,0.508653209620982,Birmingham,CAZ D
2023-10-01,54,50675,99337,0.5101321763290617,Birmingham,CAZ D
2023-11-01,55,50641,99421,0.5093591897084117,Birmingham,CAZ D
2023-12-01,56,50248,98838,0.5083874623120662,Birmingham,CAZ D
2024-01-01,57,50897,100344,0.5072251454994818,Birmingham,CAZ D
2024-02-01,58,45456,91529,0.4966294835516612,Birmingham,CAZ D
2024-03-01,59,46157,92966,0.49649334165178666,Birmingham,CAZ D
2024-04-01,60,47215,95345,0.49520163616340657,Birmingham,CAZ D
2019-04-01,0,15619,27890,0.560021513087128,Bradford,CAZ C
2019-05-01,1,16363,29476,0.5551295969602389,Bradford,CAZ C
2019-06-01,2,15406,27887,0.552443791013734,Bradford,CAZ C
2019-07-01,3,15647,28340,0.5521171489061397,Bradford,CAZ C
2019-08-01,4,15907,29444,0.5402458905040076,Bradford,CAZ C
2019-09-01,5,16524,29425,0.5615632965165676,Bradford,CAZ C
2019-10-01,6,18066,32547,0.5550742003871324,Bradford,CAZ C
2019-11-01,7,16582,30026,0.5522547125824285,Bradford,CAZ C
2019-12-01,8,17373,31188,0.5570411696806464,Bradford,CAZ C
2020-01-01,9,17507,31930,0.5482931412464767,Bradford,CAZ C
2020-02-01,10,14801,27655,0.5352015910323631,Bradford,CAZ C
2020-03-01,11,22550,40259,0.560123202265332,Bradford,CAZ C
2020-04-01,12,16020,30365,0.5275810966573358,Bradford,CAZ C
2020-05-01,13,13600,26317,0.5167762282934985,Bradford,CAZ C
2020-06-01,14,14486,28089,0.5157178966855352,Bradford,CAZ C
2020-07-01,15,14608,28351,0.5152551938203238,Bradford,CAZ C
2020-08-01,16,13491,25993,0.5190243527103451,Bradford,CAZ C
2020-09-01,17,16634,30778,0.5404509714731301,Bradford,CAZ C
2020-10-01,18,16231,30832,0.5264335755059678,Bradford,CAZ C
2020-11-01,19,15188,28811,0.5271597653673944,Bradford,CAZ C
2020-12-01,20,15614,29933,0.5216316440049443,Bradford,CAZ C
2021-01-01,21,14327,27605,0.5190001811266075,Bradford,CAZ C
2021-02-01,22,13366,26141,0.5113040817107226,Bradford,CAZ C
2021-03-01,23,15418,29559,0.5216008660644812,Bradford,CAZ C
2021-04-01,24,14066,27178,0.5175509603355656,Bradford,CAZ C
2021-05-01,25,13741,26220,0.5240655987795576,Bradford,CAZ C
2021-06-01,26,14928,28262,0.5282004104451207,Bradford,CAZ C
2021-07-01,27,14818,27986,0.5294790252268992,Bradford,CAZ C
2021-08-01,28,14574,28049,0.5195907162465685,Bradford,CAZ C
2021-09-01,29,15951,29496,0.5407851912123678,Bradford,CAZ C
2021-10-01,30,16501,30385,0.5430640118479513,Bradford,CAZ C
2021-11-01,31,16870,31366,0.5378435248358094,Bradford,CAZ C
2021-12-01,32,17045,31892,0.5344600526777875,Bradford,CAZ C
2022-01-01,33,15697,29879,0.5253522540915024,Bradford,CAZ C
2022-02-01,34,14123,26967,0.5237141691697259,Bradford,CAZ C
2022-03-01,35,16095,30572,0.5264621222033233,Bradford,CAZ C
2022-04-01,36,14712,28085,0.5238383478725298,Bradford,CAZ C
2022-05-01,37,15363,29453,0.5216107017960819,Bradford,CAZ C
2022-06-01,38,15404,29064,0.5300027525461052,Bradford,CAZ C
2022-07-01,39,15128,29186,0.518330706503118,Bradford,CAZ C
2022-08-01,40,14743,28697,0.5137470815764714,Bradford,CAZ C
2022-09-01,41,16169,30871,0.5237601632600175,Bradford,CAZ C
2022-10-01,42,15616,29685,0.5260569311099882,Bradford,CAZ C
2022-11-01,43,16320,30608,0.5331939362258233,Bradford,CAZ C
2022-12-01,44,17178,32262,0.5324530407290311,Bradford,CAZ C
2023-01-01,45,15715,30243,0.5196243758886354,Bradford,CAZ C
2023-02-01,46,13923,26860,0.5183544303797468,Bradford,CAZ C
2023-03-01,47,14943,29500,0.506542372881356,Bradford,CAZ C
2023-04-01,48,13856,26898,0.5151312365231616,Bradford,CAZ C
2023-05-01,49,15005,29436,0.5097499660279929,Bradford,CAZ C
2023-06-01,50,15228,29795,0.5110924651787213,Bradford,CAZ C
2023-07-01,51,14288,28172,0.5071702399545648,Bradford,CAZ C
2023-08-01,52,14463,28746,0.5031308703819661,Bradford,CAZ C
2023-09-01,53,15173,29454,0.515142255720785,Bradford,CAZ C
2023-10-01,54,15970,30675,0.5206193969030155,Bradford,CAZ C
2023-11-01,55,15711,30286,0.5187545400515089,Bradford,CAZ C
2023-12-01,56,15606,30223,0.5163617112794892,Bradford,CAZ C
2024-01-01,57,15978,31310,0.5103161929096135,Bradford,CAZ C
2024-02-01,58,14387,28351,0.5074600543190716,Bradford,CAZ C
2024-03-01,59,14032,28102,0.4993238915379688,Bradford,CAZ C
2024-04-01,60,14520,28901,0.5024047610809315,Bradford,CAZ C
2019-04-01,0,14454,27720,0.5214285714285715,Bristol,CAZ D
2019-05-01,1,15869,29960,0.5296728971962616,Bristol,CAZ D
2019-06-01,2,14997,28521,0.5258230777321973,Bristol,CAZ D
2019-07-01,3,13567,26089,0.5200275978381693,Bristol,CAZ D
2019-08-01,4,16737,32010,0.5228678537956889,Bristol,CAZ D
2019-09-01,5,15198,28682,0.5298793668502894,Bristol,CAZ D
2019-10-01,6,17644,33565,0.5256666170117682,Bristol,CAZ D
2019-11-01,7,16978,32352,0.5247898120672602,Bristol,CAZ D
2019-12-01,8,17198,32600,0.5275460122699387,Bristol,CAZ D
2020-01-01,9,16813,32053,0.5245374847908152,Bristol,CAZ D
2020-02-01,10,15321,29512,0.519144754676064,Bristol,CAZ D
2020-03-01,11,25603,47816,0.5354483854776644,Bristol,CAZ D
2020-04-01,12,17433,34550,0.5045730824891461,Bristol,CAZ D
2020-05-01,13,14269,28974,0.49247601297715193,Bristol,CAZ D
2020-06-01,14,14199,28642,0.49574052091334403,Bristol,CAZ D
2020-07-01,15,14697,29729,0.49436577079619226,Bristol,CAZ D
2020-08-01,16,12914,25989,0.4969025356881758,Bristol,CAZ D
2020-09-01,17,16077,31720,0.5068411097099622,Bristol,CAZ D
2020-10-01,18,16684,33316,0.5007804058110217,Bristol,CAZ D
2020-11-01,19,15663,31576,0.49604129718773754,Bristol,CAZ D
2020-12-01,20,15972,32020,0.49881324172392255,Bristol,CAZ D
2021-01-01,21,15460,31603,0.4891940638546973,Bristol,CAZ D
2021-02-01,22,13211,27215,0.4854308285871762,Bristol,CAZ D
2021-03-01,23,14345,29434,0.4873615546646735,Bristol,CAZ D
2021-04-01,24,14098,28715,0.4909629113703639,Bristol,CAZ D
2021-05-01,25,13845,28709,0.4822529520359469,Bristol,CAZ D
2021-06-01,26,14725,29589,0.4976511541451215,Bristol,CAZ D
2021-07-01,27,15165,30661,0.49460226346172664,Bristol,CAZ D
2021-08-01,28,13533,27555,0.49112683723462164,Bristol,CAZ D
2021-09-01,29,15226,30335,0.5019284654689303,Bristol,CAZ D
2021-10-01,30,14991,29870,0.5018747907599598,Bristol,CAZ D
2021-11-01,31,16100,32488,0.4955675941886235,Bristol,CAZ D
2021-12-01,32,16385,33062,0.4955840542011978,Bristol,CAZ D
2022-01-01,33,15218,30597,0.49736902310684056,Bristol,CAZ D
2022-02-01,34,13754,28191,0.48788620481714023,Bristol,CAZ D
2022-03-01,35,15747,32139,0.4899654625221693,Bristol,CAZ D
2022-04-01,36,14058,28631,0.4910062519646537,Bristol,CAZ D
2022-05-01,37,14712,29997,0.49044904490449043,Bristol,CAZ D
2022-06-01,38,14868,30355,0.4898039861637292,Bristol,CAZ D
2022-07-01,39,14633,29670,0.4931917762049208,Bristol,CAZ D
2022-08-01,40,13784,28638,0.4813185278301557,Bristol,CAZ D
2022-09-01,41,14735,29858,0.49350257887333376,Bristol,CAZ D
